<b>mettre</b>	to put
<div style='font-weight: bold;'>chameau</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nm</div>	<div class=centered-block> Grand ruminant à une ou deux bosses, à pelage laineux. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>Celui qui a deux bosses, c'est le chameau !</div> <br/> <div style='font-family: Arial; font-size: 16px;'>camel</div>
<div class=centered-block> <span style='color: MediumSeaGreen;'>Grand ruminant à une ou deux bosses, à pelage laineux.</span> </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nm</div> 	<div style='font-weight: bold;'>chameau</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>Celui qui a deux bosses, c'est le chameau !</div>
<div style='font-weight: bold;'>mâcher</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>vtr</div>	<div class=centered-block> écraser avec les dents </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>On conseille aux enfants de bien mâcher leurs aliments. Arrête de mâcher du chewing-gum quand je te parle.</div> <br/> <div style='font-family: Arial; font-size: 16px;'>chew</div>
<div class=centered-block> <span style='color: MediumSeaGreen;'>écraser avec les dents</span> </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>vtr</div> 	<div style='font-weight: bold;'>mâcher</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>On conseille aux enfants de bien mâcher leurs aliments. Arrête de mâcher du chewing-gum quand je te parle.</div>
<div style='font-weight: bold;'>écraser</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>vtr</div>	<div class=centered-block> Aplatir et déformer (un corps) par une forte compression, par un choc violent. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>Ce métal est écrasé par une presse hydraulique.</div> <br/> <div style='font-family: Arial; font-size: 16px;'>press,&nbsp;flatten</div>
<div class=centered-block> <span style='color: MediumSeaGreen;'>Aplatir et déformer (un corps) par une forte compression, par un choc violent.</span> </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>vtr</div> 	<div style='font-weight: bold;'>écraser</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>Ce métal est écrasé par une presse hydraulique.</div>
<div style='font-weight: bold;'>aplatir</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>vtr</div>	<div class=centered-block> rendre plat </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>Cette presse aplatit les déchets.</div> <br/> <div style='font-family: Arial; font-size: 16px;'>flatten</div>
<div class=centered-block> <span style='color: MediumSeaGreen;'>rendre plat</span> </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>vtr</div> 	<div style='font-weight: bold;'>aplatir</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>Cette presse aplatit les déchets.</div>
<div style='font-weight: bold;'>loup</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nm</div>	<div class=centered-block> Mammifère carnivore sauvage, qui ressemble à un grand chien. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>Le loup a mangé la grand-mère du petit Chaperon Rouge.</div> <br/> <div style='font-family: Arial; font-size: 16px;'>wolf</div>
<div class=centered-block> <span style='color: MediumSeaGreen;'>Mammifère carnivore sauvage, qui ressemble à un grand chien.</span> </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nm</div> 	<div style='font-weight: bold;'>loup</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>Le loup a mangé la grand-mère du petit Chaperon Rouge.</div>
<div style='font-weight: bold;'>mouche</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nf</div>	<div class=centered-block> Insecte ailé (diptère), aux formes ramassées, aux nombreuses espèces. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>Il y a une mouche dans ma bière.</div> <br/> <div style='font-family: Arial; font-size: 16px;'>fly</div>
<div class=centered-block> <span style='color: MediumSeaGreen;'>Insecte ailé (diptère), aux formes ramassées, aux nombreuses espèces.</span> </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nf</div> 	<div style='font-weight: bold;'>mouche</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>Il y a une mouche dans ma bière.</div>
<div style='font-weight: bold;'>ours(e)</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>n</div>	<div class=centered-block> grand mammifère ursidé </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>Le grizzly est un ours.</div> <br/> <div style='font-family: Arial; font-size: 16px;'>bear</div>
<div class=centered-block> <span style='color: MediumSeaGreen;'>grand mammifère ursidé</span> </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>n</div> 	<div style='font-weight: bold;'>ours(e)</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>Le grizzly est un ours.</div>
<div style='font-weight: bold;'>recueillir</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>vtr</div>	<div class=centered-block> Faire entrer et séjourner dans un récipient.&nbsp;Recevoir. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>Les abeilles recueillent le pollen des fleurs.&nbsp;Recueillir une succession.</div> <br/> <div style='font-family: Arial; font-size: 16px;'>collect, gather, reap, garner</div>
<div class=centered-block> <span style='color: MediumSeaGreen;'>Faire entrer et séjourner dans un récipient.&nbsp;Recevoir.</span> </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>vtr</div> 	<div style='font-weight: bold;'>recueillir</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>Les abeilles recueillent le pollen des fleurs.&nbsp;Recueillir une succession.</div>
<div style='font-weight: bold;'>impôt</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nm</div>	<div class=centered-block> taxe </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>Les impôts sur le revenu ont encore augmenté.</div> <br/> <div style='font-family: Arial; font-size: 16px;'>tax</div>
<div class=centered-block> <span style='color: MediumSeaGreen;'>taxe</span> </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nm</div> 	<div style='font-weight: bold;'>impôt</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>Les impôts sur le revenu ont encore augmenté.</div>
<div style='font-weight: bold;'>conjonction</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nf</div>	<div class=centered-block> mot de liaison </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>En grammaire, les mots « mais, ou, et, donc, or, ni, car » sont des conjonctions de coordination.</div> <br/> <div style='font-family: Arial; font-size: 16px;'>conjunction</div>
<div class=centered-block> <span style='color: MediumSeaGreen;'>mot de liaison</span> </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nf</div> 	<div style='font-weight: bold;'>conjonction</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>En grammaire, les mots « mais, ou, et, donc, or, ni, car » sont des conjonctions de coordination.</div>
<div style='font-weight: bold;'>subjonctif</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nm</div>	<div class=centered-block> Mode personnel du verbe, exprimant le doute, l'éventualité, la volonté, le sentiment, ou caractérisant certaines subordonnées. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>On utilise le subjonctif pour exprimer sentiments, incertitude et nécessité entre autres.</div> <br/> <div style='font-family: Arial; font-size: 16px;'>subjunctive</div>
<div class=centered-block> <span style='color: MediumSeaGreen;'>Mode personnel du verbe, exprimant le doute, l'éventualité, la volonté, le sentiment, ou caractérisant certaines subordonnées.</span> </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nm</div> 	<div style='font-weight: bold;'>subjonctif</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>On utilise le subjonctif pour exprimer sentiments, incertitude et nécessité entre autres.</div>
<div style='font-weight: bold;'>afin de</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>prép</div>	<div class=centered-block> Marquent l'intention, le but. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>Soyez clair afin d'éviter tout malentendu.</div> <br/> <div style='font-family: Arial; font-size: 16px;'>in order to</div>
<div class=centered-block> <span style='color: MediumSeaGreen;'>Marquent l'intention, le but.</span> </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>prép</div> 	<div style='font-weight: bold;'>afin de</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>Soyez clair afin d'éviter tout malentendu.</div>
<div style='font-weight: bold;'>afin que + [subjonctif]</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>conj</div>	<div class=centered-block> Marquent l'intention, le but. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'> Afin que tu comprennes bien, je vais répéter.</div> <br/> <div style='font-family: Arial; font-size: 16px;'>so that</div>
<div class=centered-block> <span style='color: MediumSeaGreen;'>Marquent l'intention, le but.</span> </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>conj</div> 	<div style='font-weight: bold;'>afin que + [subjonctif]</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'> Afin que tu comprennes bien, je vais répéter.</div>
<div style='font-weight: bold;'>gré</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nm</div>	<div class=centered-block> Ce qui plaît, ce qui convient. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>Dans cette affaire j'agirai selon mon gré.</div> <br/> <div style='font-family: Arial; font-size: 16px;'>what you want, will</div>
<div class=centered-block> <span style='color: MediumSeaGreen;'>Ce qui plaît, ce qui convient.</span> </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nm</div> 	<div style='font-weight: bold;'>gré</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>Dans cette affaire j'agirai selon mon gré.</div>
<div style='font-weight: bold;'>malgré</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>prép</div>	<div class=centered-block> en dépit de </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>La jeune femme s'est mariée malgré l'opposition de ses parents.</div> <br/> <div style='font-family: Arial; font-size: 16px;'>despite</div>
<div class=centered-block> <span style='color: MediumSeaGreen;'>en dépit de</span> </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>prép</div> 	<div style='font-weight: bold;'>malgré</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>La jeune femme s'est mariée malgré l'opposition de ses parents.</div>
<div style='font-weight: bold;'>valoir</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>vi</div>	<div class=centered-block> coûter </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>La baguette vaut maintenant un euro. Cette robe vaut cher alors fais-y attention.</div> <br/> <div style='font-family: Arial; font-size: 16px;'>cost, be worth</div>
<div class=centered-block> <span style='color: MediumSeaGreen;'>coûter</span> </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>vi</div> 	<div style='font-weight: bold;'>valoir</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>La baguette vaut maintenant un euro. Cette robe vaut cher alors fais-y attention.</div>
<div style='font-weight: bold;'>confiance</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nf</div>	<div class=centered-block> sentiment d'assurance </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>Nous avons encore confiance dans le gouvernement.</div> <br/> <div style='font-family: Arial; font-size: 16px;'>confidence, trust, faith, belief</div>
<div class=centered-block> <span style='color: MediumSeaGreen;'>sentiment d'assurance</span> </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nf</div> 	<div style='font-weight: bold;'>confiance</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>Nous avons encore confiance dans le gouvernement.</div>
